Reference Number,Grid Ref: Easting,Grid Ref: Northing,Number of Vehicles,Accident Date,Time (24hr),1st Road Class,Road Surface,Lighting Conditions,Weather Conditions,Casualty Class,Casualty Severity,Sex of Casualty,Age of Casualty,Type of Vehicle
21T0379,439562,434121,1,29-Jan-15,936,Motorway,Wet / Damp,Daylight: street lights present,Snowing without high winds,Driver/Rider,Slight,Female,20,Car
21T0436,441952,443793,2,29-Jan-15,1035,A(M),Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,41,Car
21T0436,441952,443793,2,29-Jan-15,1035,A(M),Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Serious,Male,43,Car
21T0436,441952,443793,2,29-Jan-15,1035,A(M),Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,56,Car
21T0573,428118,426285,2,30-Jan-15,1203,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,22,Car
21T0922,435025,435960,1,29-Jan-15,1523,Unclassified,Snow,Daylight: street lights present,Snowing without high winds,Pedestrian,Slight,Female,38,Goods vehicle 3.5 tonnes mgw and under
21U0557,432990,439177,2,30-Jan-15,1230,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,41,Goods vehicle 7.5 tonnes mgw and over
21U0856,426351,433095,2,30-Jan-15,1539,B,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,51,Car
21U0856,426351,433095,2,30-Jan-15,1539,B,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,49,Car
21U0906,438491,430216,1,30-Jan-15,1530,Unclassified,Frost / Ice,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Female,38,Car
21U0906,438491,430216,1,30-Jan-15,1530,Unclassified,Frost / Ice,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,8,Car
21U1084,432259,435797,1,30-Jan-15,1750,A,Frost / Ice,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,18,Car
21U1696,428589,432991,2,30-Jan-15,2330,B,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,49,Taxi/Private hire car
21U1696,428589,432991,2,30-Jan-15,2330,B,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,47,Taxi/Private hire car
21V0431,430762,424534,2,31-Jan-15,857,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,19,Car
21V0431,430762,424534,2,31-Jan-15,857,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,28,Car
21V0807,426131,439129,1,30-Jan-15,1945,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,23,Bus or coach (17 or more passenger seats)
21V0932,432036,435077,2,31-Jan-15,1532,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,40,Car
21V0945,431170,431454,1,31-Jan-15,1328,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Serious,Male,84,Bus or coach (17 or more passenger seats)
2210358,422159,440602,1,01-Feb-15,528,Unclassified,Wet / Damp,Darkness: no street lighting,Fine with high winds,Driver/Rider,Slight,Male,30,Car
2210619,426971,426044,1,01-Feb-15,1125,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Serious,Male,77,Motorcycle over 500cc
2210723,426309,435518,1,01-Feb-15,1255,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,80,Car
2211177,430236,433914,2,01-Feb-15,2150,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,57,Car
2211277,430093,431373,1,01-Feb-15,1850,A,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Male,54,Car
2211294,430091,431324,1,01-Feb-15,1900,A,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Female,18,Car
2220171,429954,436671,2,02-Feb-15,645,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Female,51,Car
2220302,427857,436272,3,02-Feb-15,916,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,41,Pedal cycle
2220546,422495,434672,2,28-Feb-15,2100,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Driver/Rider,Slight,Male,21,Pedal cycle
2220583,431170,440727,2,02-Feb-15,1222,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,58,Car
2220985,429780,431031,2,02-Feb-15,1600,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,25,Car
2221365,432129,428989,2,02-Feb-15,1908,Motorway,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Female,51,Car
2221365,432129,428989,2,02-Feb-15,1908,Motorway,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,24,Car
2221378,420954,434387,3,02-Feb-15,1915,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Female,25,Car
2221378,420954,434387,3,02-Feb-15,1915,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,23,Car
2221378,420954,434387,3,02-Feb-15,1915,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,38,Car
2230178,431396,434774,3,03-Feb-15,806,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,24,Pedal cycle
2230222,431886,435476,1,03-Feb-15,852,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,50,Car
2230528,431547,431656,2,03-Feb-15,1231,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,20,M/cycle 50cc and under
2230686,430639,434702,2,03-Feb-15,1402,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Serious,Female,29,Car
2230686,430639,434702,2,03-Feb-15,1402,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,26,Car
2231452,427416,435989,2,03-Feb-15,2045,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,21,Car
2231555,436174,427827,1,03-Feb-15,2200,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,38,Motorcycle over 125cc and up to 500cc
2240201,429134,432107,2,04-Feb-15,811,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,40,Car
2240349,428511,432651,2,04-Feb-15,1005,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,41,Car
2240349,428511,432651,2,04-Feb-15,1005,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,14,Car
2240349,428511,432651,2,04-Feb-15,1005,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,57,Car
2240453,427602,431137,2,04-Feb-15,1145,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,46,Car
2240784,435813,433195,1,04-Feb-15,1510,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,6,Car
2240971,429780,433662,1,31-Jan-15,1345,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Male,23,Car
2240975,435870,426026,2,04-Feb-15,1700,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,46,Car
2241035,428861,433957,2,04-Feb-15,1725,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Female,59,Car
2241035,428861,433957,2,04-Feb-15,1725,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,59,Car
2241082,440582,448843,2,04-Feb-15,1745,B,Dry,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,22,Motorcycle over 500cc
2241089,424844,434660,1,04-Feb-15,1800,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,53,Goods vehicle 3.5 tonnes mgw and under
2241529,432468,444999,2,04-Feb-15,2200,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,38,Car
2241529,432468,444999,2,04-Feb-15,2200,A,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,31,Car
2241529,432468,444999,2,04-Feb-15,2200,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,27,Car
2250183,420401,434126,2,05-Feb-15,700,B,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,15,Pedal cycle
2250205,432059,427592,3,05-Feb-15,730,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,32,Taxi/Private hire car
2250205,432059,427592,3,05-Feb-15,730,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,33,Taxi/Private hire car
2250690,437590,433203,2,05-Feb-15,1312,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver/Rider,Slight,Female,25,Car
2250906,424973,435145,2,05-Feb-15,1515,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Serious,Female,23,Car
2250906,424973,435145,2,05-Feb-15,1515,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,25,Car
2251136,434422,425884,2,05-Feb-15,1709,Motorway,Wet / Damp,Darkness: no street lighting,Fine without high winds,Driver/Rider,Slight,Female,54,Car
2251205,426128,437195,3,05-Feb-15,1741,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Female,41,Car
2251620,429069,433635,2,05-Feb-15,2130,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver/Rider,Slight,Male,25,Car
2251620,429069,433635,2,05-Feb-15,2130,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Passenger,Slight,Female,17,Car
2260181,430849,433188,2,06-Feb-15,650,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,26,Pedal cycle
2260452,433326,429964,2,06-Feb-15,1052,B,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,68,Car
2260479,431212,436366,2,06-Feb-15,1112,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,25,Car
2260479,431212,436366,2,06-Feb-15,1112,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,32,Car
2261053,427896,439768,1,06-Feb-15,1504,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Serious,Female,66,Bus or coach (17 or more passenger seats)
2261225,432130,435332,1,06-Feb-15,1802,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,22,Car
2270632,432507,436313,2,07-Feb-15,1135,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,26,Pedal cycle
2270797,432516,427322,2,07-Feb-15,1427,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,54,Car
2271302,423020,437656,2,07-Feb-15,1920,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Female,51,Car
2280726,420981,434344,3,10-Feb-15,1311,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,19,Car
2281069,429425,435804,2,08-Feb-15,1650,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,24,Pedal cycle
2290230,424999,427693,2,09-Feb-15,830,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,13,Pedal cycle
2290931,429103,438861,2,09-Feb-15,1525,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,63,Car
2290931,429103,438861,2,09-Feb-15,1525,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,43,Car
2290931,429103,438861,2,09-Feb-15,1525,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,5,Car
2290931,429103,438861,2,09-Feb-15,1525,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,9,Car
2291295,430416,432797,2,09-Feb-15,1828,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Female,31,Car
22A0154,422458,427904,2,10-Feb-15,655,A,Dry,Darkness: street lighting unknown,Fine without high winds,Driver/Rider,Slight,Male,52,Car
22A0175,422219,433803,3,10-Feb-15,729,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,40,Car
22A0193,430196,435204,2,10-Feb-15,740,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,24,Motorcycle over 500cc
22A0807,431825,438836,2,10-Feb-15,1415,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,48,Car
22A0818,431806,430481,1,10-Feb-15,1424,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,36,Car
22A1419,432317,436425,1,10-Feb-15,1715,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,21,Taxi/Private hire car
22A1419,432317,436425,1,10-Feb-15,1715,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,2,Taxi/Private hire car
22A1555,430864,434191,2,10-Feb-15,2035,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,36,Car
22B0162,422303,428946,1,11-Feb-15,858,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,48,Pedal cycle
22B0878,433829,437220,1,11-Feb-15,1517,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Serious,Female,23,Taxi/Private hire car
22B1545,429956,425128,2,11-Feb-15,2117,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Female,22,Car
22B1545,429956,425128,2,11-Feb-15,2117,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Female,32,Car
22C0635,430934,429947,2,12-Feb-15,1244,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,23,Car
22C0635,430934,429947,2,12-Feb-15,1244,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,22,Car
22C1019,433054,425927,2,12-Feb-15,1545,Motorway,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,21,Goods vehicle over 3.5 tonnes and under 7.5 tonnes mgw
22C1019,433054,425927,2,12-Feb-15,1545,Motorway,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,24,Goods vehicle over 3.5 tonnes and under 7.5 tonnes mgw
22C1257,430381,433493,1,12-Feb-15,1756,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Serious,Male,66,Bus or coach (17 or more passenger seats)
22C1287,424682,444843,2,11-Feb-15,1737,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,42,Pedal cycle
22D1495,428127,431168,2,13-Feb-15,2035,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,19,Taxi/Private hire car
22D1495,428127,431168,2,13-Feb-15,2035,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,18,Car
22D1495,428127,431168,2,13-Feb-15,2035,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,21,Car
2.20E+72,426782,438296,1,14-Feb-15,110,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,33,Car
2.20E+72,426782,438296,1,14-Feb-15,110,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,33,Car
22E0455,427193,433530,1,14-Feb-15,955,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,64,Car
22E0472,427324,434641,1,13-Feb-15,1730,Unclassified,Wet / Damp,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Slight,Female,25,Car
22E0588,425401,437525,2,14-Feb-15,1105,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Serious,Male,21,Car
22E0588,425401,437525,2,14-Feb-15,1105,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Serious,Male,24,Car
22E0588,425401,437525,2,14-Feb-15,1105,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Serious,Female,26,Car
22E0588,425401,437525,2,14-Feb-15,1105,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Serious,Male,34,Car
22E1040,432391,435803,1,14-Feb-15,1515,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,12,Goods vehicle 3.5 tonnes mgw and under
