Reference Number,Grid Ref: Easting,Grid Ref: Northing,Number of Vehicles,Accident Date,Time (24hr),1st Road Class,Road Surface,Lighting Conditions,Weather Conditions,Casualty Class,,Casualty Severity,Sex of Casualty,Age of Casualty,Type of Vehicle
13A1569,427179,434996,2,10-Mar-14,1840,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,2,Passenger,Slight,Female,18,Motorcycle over 50cc and up to 125cc
13A1716,431763,434920,3,10-Mar-14,1955,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,1,Driver,Slight,Male,24,Car
13A1716,431763,434920,3,10-Mar-14,1955,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,1,Driver,Slight,Male,43,Car
13A1983,429081,433520,1,10-Mar-14,1950,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,2,Passenger,Slight,Female,69,Bus or coach (17 or more passenger seats)
13B0159,424642,434453,1,11-Mar-14,700,C,Dry,Daylight: street lights present,Fine without high winds,3,Pedestrian,Slight,Female,26,Car
13B0165,424597,445107,2,11-Mar-14,713,A,Frost / Ice,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,59,Goods vehicle 3.5 tonnes mgw and under
13B0165,424597,445107,2,11-Mar-14,713,A,Frost / Ice,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Male,49,Goods vehicle 3.5 tonnes mgw and under
13B0318,435806,433195,1,15-Mar-14,830,Unclassified,Dry,Daylight: street lights present,Fine without high winds,3,Pedestrian,Slight,Male,53,Car
13B0844,430842,439685,2,11-Mar-14,1427,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,19,Car
13B0844,430842,439685,2,11-Mar-14,1427,A,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Male,18,Car
13B0933,428001,435414,2,10-Mar-14,2010,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,1,Driver,Slight,Female,34,Car
13B0933,428001,435414,2,10-Mar-14,2010,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,2,Passenger,Slight,Female,11,Car
13B0933,428001,435414,2,10-Mar-14,2010,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,2,Passenger,Slight,Female,6,Car
13B0966,424944,435693,1,11-Mar-14,1530,Unclassified,Dry,Daylight: street lights present,Fine without high winds,3,Pedestrian,Slight,Male,9,Car
13B1000,433181,434012,2,11-Mar-14,1543,A,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Female,57,Car
13B1202,430752,434606,2,10-Mar-14,1630,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,38,Goods vehicle 3.5 tonnes mgw and under
13B1726,430233,435116,2,11-Mar-14,1745,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,43,Pedal cycle
13C0182,429557,431568,3,12-Mar-14,720,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,25,Pedal cycle
13C0533,427083,433353,2,12-Mar-14,1150,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,52,Goods vehicle 3.5 tonnes mgw and under
13C0794,437569,432828,1,12-Mar-14,1430,Unclassified,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Female,33,Goods vehicle 3.5 tonnes mgw and under
13C0932,429757,434504,2,12-Mar-14,1543,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,30,Car
13C1139,428128,432799,2,12-Mar-14,1705,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,60,Car
13C1139,428128,432799,2,12-Mar-14,1705,Unclassified,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Male,24,Car
13C1243,423341,433944,2,12-Mar-14,1745,Unclassified,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Female,12,Car
13D1047,428628,434846,2,13-Mar-14,1600,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,28,Car
13D1367,426905,437500,2,13-Mar-14,1825,A,Dry,Darkness: street lights present and lit,Fine without high winds,1,Driver,Slight,Male,33,Car
13D1532,430122,433931,1,13-Mar-14,1931,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,3,Pedestrian,Serious,Female,19,Motorcycle over 500cc
13E0793,431001,430771,1,14-Mar-14,1330,Unclassified,Dry,Daylight: street lights present,Fine without high winds,3,Pedestrian,Slight,Female,32,Goods vehicle 3.5 tonnes mgw and under
13E0964,431977,430314,2,14-Mar-14,1504,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,46,Car
13E0964,431977,430314,2,14-Mar-14,1504,A,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Male,26,Car
13E1326,422824,437426,2,14-Mar-14,1745,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,26,Motorcycle over 500cc
13E1456,429763,433924,1,14-Mar-14,1850,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,3,Pedestrian,Serious,Female,38,Car
13E1560,423189,434669,2,14-Mar-14,1515,B,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,23,Car
13E1621,431705,434161,1,14-Mar-14,1905,Unclassified,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Male,59,Bus or coach (17 or more passenger seats)
13F0092,427996,435194,3,15-Mar-14,58,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,1,Driver,Slight,Male,26,Pedal cycle
13F0092,427996,435194,3,15-Mar-14,58,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,2,Passenger,Slight,Female,27,Pedal cycle
13F0439,423264,429759,2,15-Mar-14,855,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,19,Car
13F1387,430220,434373,2,15-Mar-14,1818,A,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Male,21,Car
13F1387,430220,434373,2,15-Mar-14,1818,A,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Male,21,Car
13G0153,426280,436703,2,16-Mar-14,140,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,1,Driver,Slight,Male,22,Car
13G0847,423571,435451,2,16-Mar-14,1400,B,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,53,Car
13G1190,425184,437759,2,16-Mar-14,1700,Unclassified,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Serious,Male,56,Car
13G1491,431412,438792,2,16-Mar-14,1952,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,1,Driver,Slight,Female,23,Pedal cycle
13G1506,435855,426141,2,16-Mar-14,1959,A,Dry,Darkness: street lights present and lit,Fine without high winds,1,Driver,Serious,Female,39,Car
13G1506,435855,426141,2,16-Mar-14,1959,A,Dry,Darkness: street lights present and lit,Fine without high winds,1,Driver,Serious,Male,44,Motorcycle over 500cc
13G1506,435855,426141,2,16-Mar-14,1959,A,Dry,Darkness: street lights present and lit,Fine without high winds,2,Passenger,Serious,Female,46,Motorcycle over 500cc
13H0001,428093,436746,2,17-Mar-14,1,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,1,Driver,Serious,Male,32,Car
13H1020,426529,427462,2,10-Mar-14,1320,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,23,Pedal cycle
13H1135,417932,443178,2,17-Mar-14,1640,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,43,Pedal cycle
13H1290,427944,436111,2,17-Mar-14,1750,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,29,Pedal cycle
13H1290,427944,436111,2,17-Mar-14,1750,A,Dry,Daylight: street lights present,Fine without high winds,3,Pedestrian,Slight,Female,31,Pedal cycle
13I0372,422219,433959,2,18-Mar-14,945,A,Wet / Damp,Daylight: street lights present,Raining without high winds,1,Driver,Slight,Female,40,Car
13I0372,422219,433959,2,18-Mar-14,945,A,Wet / Damp,Daylight: street lights present,Raining without high winds,2,Passenger,Slight,Female,53,Car
13I0530,427995,436011,2,18-Mar-14,1130,A,Wet / Damp,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,17,Pedal cycle
13I0589,439961,429819,2,18-Mar-14,755,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,32,Goods vehicle 3.5 tonnes mgw and under
13I0848,422422,440320,1,18-Mar-14,1426,Unclassified,Wet / Damp,Daylight: street lights present,Raining with high winds,2,Passenger,Serious,Male,27,Car
13I1211,428433,429155,3,18-Mar-14,1730,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,46,Car
13I1211,428433,429155,3,18-Mar-14,1730,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,50,Car
13I1315,429076,432222,2,18-Mar-14,1650,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,37,Car
13I1435,436072,435562,2,18-Mar-14,1905,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,48,Car
13I1435,436072,435562,2,18-Mar-14,1905,Unclassified,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Female,45,Car
13J0595,428969,432374,3,19-Mar-14,1200,Unclassified,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Female,25,Taxi/Private hire car
13J0595,428969,432374,3,19-Mar-14,1200,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,26,Goods vehicle 3.5 tonnes mgw and under
13J0641,429725,433797,1,19-Mar-14,1220,Unclassified,Dry,Daylight: street lights present,Fine without high winds,3,Pedestrian,Serious,Male,29,Bus or coach (17 or more passenger seats)
13J1191,433341,426310,1,19-Mar-14,1650,B,Dry,Daylight: street lights present,Fine without high winds,3,Pedestrian,Serious,Female,12,Car
13J1522,436025,428954,2,19-Mar-14,1920,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,1,Driver,Slight,Male,70,Pedal cycle
13J1600,430894,433487,1,19-Mar-14,2010,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,3,Pedestrian,Serious,Male,58,Bus or coach (17 or more passenger seats)
13J1621,420429,440371,2,19-Mar-14,2016,A,Dry,Darkness: street lights present and lit,Fine without high winds,1,Driver,Serious,Male,46,Pedal cycle
13J1631,426340,427880,1,19-Mar-14,2023,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,1,Driver,Slight,Male,19,Motorcycle over 500cc
13J1631,426340,427880,1,19-Mar-14,2023,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,2,Passenger,Slight,Male,23,Motorcycle over 500cc
13J1709,425264,432374,2,19-Mar-14,2030,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,1,Driver,Slight,Male,20,Car
13K0302,435746,436957,2,20-Mar-14,830,Unclassified,Dry,Daylight: street lights present,Fine with high winds,1,Driver,Slight,Male,23,Motorcycle over 50cc and up to 125cc
13K0579,430349,432103,2,20-Mar-14,1128,Unclassified,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Male,43,Car
13K0579,430349,432103,2,20-Mar-14,1128,Unclassified,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Male,32,Car
13K1040,428533,431789,2,20-Mar-14,1600,A,Wet / Damp,Daylight: street lights present,Raining without high winds,2,Passenger,Slight,Male,37,Car
13K1360,441964,430747,2,20-Mar-14,1830,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining with high winds,2,Passenger,Slight,Female,34,Bus or coach (17 or more passenger seats)
13K1360,441964,430747,2,20-Mar-14,1830,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining with high winds,2,Passenger,Slight,Female,26,Bus or coach (17 or more passenger seats)
13L0228,442150,434453,2,21-Mar-14,800,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,37,Car
13L0228,442150,434453,2,21-Mar-14,800,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,22,Car
13L0235,440411,449270,1,21-Mar-14,800,B,Dry,Daylight: street lights present,Fine without high winds,3,Pedestrian,Slight,Male,14,Car
13L0279,419287,444956,2,21-Mar-14,930,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,23,Car
13L0388,441055,432040,2,21-Mar-14,1000,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,80,Car
13L0388,441055,432040,2,21-Mar-14,1000,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,36,Car
13L0588,432752,433899,2,21-Mar-14,820,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,28,Car
13L0588,432752,433899,2,21-Mar-14,820,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,26,Car
13L0870,432412,433608,3,21-Mar-14,1443,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,1,Driver,Slight,Female,55,Car
13L0918,430411,432774,2,21-Mar-14,1507,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,24,M/cycle 50cc and under
13L0966,426934,433318,1,21-Mar-14,1524,Unclassified,Dry,Daylight: street lights present,Fine without high winds,3,Pedestrian,Serious,Male,14,Car
13L1105,428359,425453,2,21-Mar-14,1610,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,31,Motorcycle over 500cc
13L1513,431983,433425,2,21-Mar-14,1630,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,48,Car
13L1684,429695,440820,2,21-Mar-14,2105,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,1,Driver,Slight,Male,19,Car
13L1684,429695,440820,2,21-Mar-14,2105,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,1,Driver,Slight,Male,51,Car
13M0191,430017,434106,1,22-Mar-14,210,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,3,Pedestrian,Slight,Female,24,Car
13M0454,430091,435427,2,22-Mar-14,931,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,45,Car
13M0454,430091,435427,2,22-Mar-14,931,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,48,Car
13M0649,431776,435617,1,21-Mar-14,1430,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,3,Pedestrian,Serious,Male,43,Car
13M0677,432633,434930,1,22-Mar-14,1100,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,3,Pedestrian,Slight,Female,26,Car
13M1660,430608,428392,2,22-Mar-14,2125,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,1,Driver,Slight,Male,23,Car
13N0595,436363,442994,2,23-Mar-14,1120,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Serious,Male,50,Pedal cycle
13N0837,429283,433483,2,23-Mar-14,1340,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,32,Pedal cycle
13N1021,415878,441903,2,23-Mar-14,1537,C,Wet / Damp,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,50,Pedal cycle
13N1371,432524,427558,2,23-Mar-14,1840,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,1,Driver,Slight,Male,18,Car
13N1371,432524,427558,2,23-Mar-14,1840,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,2,Passenger,Slight,Male,18,Car
13N1371,432524,427558,2,23-Mar-14,1840,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,1,Driver,Slight,Male,50,Car
13O0187,431233,431502,1,24-Mar-14,700,Unclassified,Frost / Ice,Daylight: street lights present,Fine without high winds,1,Driver,Serious,Male,24,M/cycle 50cc and under
13O0431,429206,430689,2,24-Mar-14,1010,Unclassified,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Female,45,Car
13O0431,429206,430689,2,24-Mar-14,1010,Unclassified,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Female,36,Car
13O0844,425113,431080,2,24-Mar-14,1414,A,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Male,17,Goods vehicle 3.5 tonnes mgw and under
13O0950,432069,438283,2,24-Mar-14,1503,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,50,Car
13O1210,429660,431505,1,24-Mar-14,1515,Unclassified,Dry,Daylight: street lights present,Fine without high winds,3,Pedestrian,Slight,Male,5,Car
13O1289,429915,432727,2,24-Mar-14,1715,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,48,Pedal cycle
13O1326,430295,432105,2,24-Mar-14,1653,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,24,Pedal cycle
13O1465,418836,444983,1,24-Mar-14,1820,Unclassified,Dry,Daylight: street lights present,Fine without high winds,3,Pedestrian,Slight,Male,10,Car
13O1815,429601,432563,2,24-Mar-14,2130,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,2,Passenger,Slight,Female,42,Taxi/Private hire car
13O1815,429601,432563,2,24-Mar-14,2130,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,1,Driver,Slight,Male,23,Car
